"ParkName","Region","State","Year","RecreationVisits"
"Grand Teton NP","Intermountain","WY","2008","2485987"
"Great Basin NP","Pacific West","NV","2008","69235"
"Great Sand Dunes NP & PRES","Intermountain","CO","2008","273903"
"Great Smoky Mountains NP","Southeast","TN","2008","9044010"
"Guadalupe Mountains NP","Intermountain","TX","2008","163709"
"Haleakala NP","Pacific West","HI","2008","1185068"
"Hawaii Volcanoes NP","Pacific West","HI","2008","1270538"
"Hot Springs NP","Midwest","AR","2008","1238147"
"Indiana Dunes NP","Midwest","IN","2008","1833596"
"Isle Royale NP","Midwest","MI","2008","14038"
"Joshua Tree NP","Pacific West","CA","2008","1392446"
"Katmai NP & PRES","Alaska","AK","2008","7970"
"Kenai Fjords NP","Alaska","AK","2008","272190"
"Kings Canyon NP","Pacific West","CA","2008","574870"
"Kobuk Valley NP","Alaska","AK","2008","1565"
"Lake Clark NP & PRES","Alaska","AK","2008","6802"
"Lassen Volcanic NP","Pacific West","CA","2008","377361"
"Mammoth Cave NP","Southeast","KY","2008","446174"
"Mesa Verde NP","Intermountain","CO","2008","551446"
"Mount Rainier NP","Pacific West","WA","2008","1163227"
"National Park of American Samoa","Pacific West","AS","2008","3683"
"New River Gorge NP & PRES","Northeast","WV","2008","1212854"
"North Cascades NP","Pacific West","WA","2008","18725"
"Olympic NP","Pacific West","WA","2008","3081451"
"Petrified Forest NP","Intermountain","AZ","2008","543714"
"Pinnacles NP","Pacific West","CA","2008","166988"
"Redwood NP","Pacific West","CA","2008","396899"
"Rocky Mountain NP","Intermountain","CO","2008","2757390"
"Saguaro NP","Intermountain","AZ","2008","699137"
"Sequoia NP","Pacific West","CA","2008","930011"
"Shenandoah NP","Northeast","VA","2008","1075878"
"Theodore Roosevelt NP","Midwest","ND","2008","516804"
"Virgin Islands NP","Southeast","VI","2008","469034"
"Voyageurs NP","Midwest","MN","2008","221585"
"White Sands NP","Intermountain","NM","2008","438511"
"Wind Cave NP","Midwest","SD","2008","573433"
"Wrangell-St. Elias NP & PRES","Alaska","AK","2008","65693"
"Yellowstone NP","Intermountain","WY","2008","3066580"
"Yosemite NP","Pacific West","CA","2008","3431514"
"Zion NP","Intermountain","UT","2008","2690154"
"Acadia NP","Northeast","ME","2007","2202228"
"Arches NP","Intermountain","UT","2007","860181"
"Badlands NP","Midwest","SD","2007","886654"
"Big Bend NP","Intermountain","TX","2007","364856"
"Biscayne NP","Southeast","FL","2007","517442"
"Black Canyon of the Gunnison NP","Intermountain","CO","2007","219576"
"Bryce Canyon NP","Intermountain","UT","2007","1012563"
"Canyonlands NP","Intermountain","UT","2007","417560"
"Capitol Reef NP","Intermountain","UT","2007","554907"
"Carlsbad Caverns NP","Intermountain","NM","2007","409560"
"Channel Islands NP","Pacific West","CA","2007","360806"
"Congaree NP","Southeast","SC","2007","115524"
"Crater Lake NP","Pacific West","OR","2007","468958"
"Cuyahoga Valley NP","Midwest","OH","2007","2486656"
"Death Valley NP","Pacific West","CA","2007","704122"
"Denali NP & PRES","Alaska","AK","2007","458308"
"Dry Tortugas NP","Southeast","FL","2007","60895"
"Everglades NP","Southeast","FL","2007","1074764"
"Gates of the Arctic NP & PRES","Alaska","AK","2007","10942"
"Gateway Arch NP","Midwest","MO","2007","2385387"
"Glacier Bay NP & PRES","Alaska","AK","2007","438211"
"Glacier NP","Intermountain","MT","2007","2083329"
"Grand Canyon NP","Intermountain","AZ","2007","4413668"
"Grand Teton NP","Intermountain","WY","2007","2588574"
"Great Basin NP","Pacific West","NV","2007","81364"
"Great Sand Dunes NP & PRES","Intermountain","CO","2007","285121"
"Great Smoky Mountains NP","Southeast","TN","2007","9372253"
"Guadalupe Mountains NP","Intermountain","TX","2007","165110"
"Haleakala NP","Pacific West","HI","2007","1322817"
"Hawaii Volcanoes NP","Pacific West","HI","2007","1467779"
"Hot Springs NP","Midwest","AR","2007","1300152"
"Indiana Dunes NP","Midwest","IN","2007","1972344"
"Isle Royale NP","Midwest","MI","2007","15973"
"Joshua Tree NP","Pacific West","CA","2007","1298979"
"Katmai NP & PRES","Alaska","AK","2007","82634"
"Kenai Fjords NP","Alaska","AK","2007","284604"
"Kings Canyon NP","Pacific West","CA","2007","580129"
"Kobuk Valley NP","Alaska","AK","2007","847"
"Lake Clark NP & PRES","Alaska","AK","2007","5549"
"Lassen Volcanic NP","Pacific West","CA","2007","395057"
"Mammoth Cave NP","Southeast","KY","2007","487305"
"Mesa Verde NP","Intermountain","CO","2007","541102"
"Mount Rainier NP","Pacific West","WA","2007","1047685"
"National Park of American Samoa","Pacific West","AS","2007","6774"
"New River Gorge NP & PRES","Northeast","WV","2007","1178012"
"North Cascades NP","Pacific West","WA","2007","19534"
"Olympic NP","Pacific West","WA","2007","2988686"
"Petrified Forest NP","Intermountain","AZ","2007","563590"
"Pinnacles NP","Pacific West","CA","2007","161019"
"Redwood NP","Pacific West","CA","2007","385171"
"Rocky Mountain NP","Intermountain","CO","2007","2895383"
"Saguaro NP","Intermountain","AZ","2007","658477"
"Sequoia NP","Pacific West","CA","2007","979537"
"Shenandoah NP","Northeast","VA","2007","1107227"
"Theodore Roosevelt NP","Midwest","ND","2007","456588"
"Virgin Islands NP","Southeast","VI","2007","571382"
"Voyageurs NP","Midwest","MN","2007","220650"
"White Sands NP","Intermountain","NM","2007","437042"
"Wind Cave NP","Midwest","SD","2007","603158"
"Wrangell-St. Elias NP & PRES","Alaska","AK","2007","61085"
"Yellowstone NP","Intermountain","WY","2007","3151343"
"Yosemite NP","Pacific West","CA","2007","3503428"
"Zion NP","Intermountain","UT","2007","2657281"
"Acadia NP","Northeast","ME","2006","2083588"
"Arches NP","Intermountain","UT","2006","833049"
"Badlands NP","Midwest","SD","2006","840118"
"Big Bend NP","Intermountain","TX","2006","298717"
"Biscayne NP","Southeast","FL","2006","608836"
"Black Canyon of the Gunnison NP","Intermountain","CO","2006","160450"
"Bryce Canyon NP","Intermountain","UT","2006","890676"
"Canyonlands NP","Intermountain","UT","2006","392537"
"Capitol Reef NP","Intermountain","UT","2006","511511"
"Carlsbad Caverns NP","Intermountain","NM","2006","407367"
"Channel Islands NP","Pacific West","CA","2006","375256"
"Congaree NP","Southeast","SC","2006","134045"
"Crater Lake NP","Pacific West","OR","2006","388972"
"Cuyahoga Valley NP","Midwest","OH","2006","2468816"
"Death Valley NP","Pacific West","CA","2006","744440"
"Denali NP & PRES","Alaska","AK","2006","415935"
"Dry Tortugas NP","Southeast","FL","2006","64122"
"Everglades NP","Southeast","FL","2006","954022"
"Gates of the Arctic NP & PRES","Alaska","AK","2006","9982"
"Gateway Arch NP","Midwest","MO","2006","2572072"
"Glacier Bay NP & PRES","Alaska","AK","2006","413382"
"Glacier NP","Intermountain","MT","2006","1964399"
"Grand Canyon NP","Intermountain","AZ","2006","4279439"
"Grand Teton NP","Intermountain","WY","2006","2406476"
"Great Basin NP","Pacific West","NV","2006","78524"
"Great Sand Dunes NP & PRES","Intermountain","CO","2006","258660"
"Great Smoky Mountains NP","Southeast","TN","2006","9289215"
"Guadalupe Mountains NP","Intermountain","TX","2006","174157"
"Haleakala NP","Pacific West","HI","2006","1426068"
"Hawaii Volcanoes NP","Pacific West","HI","2006","1612246"
"Hot Springs NP","Midwest","AR","2006","1273456"
"Indiana Dunes NP","Midwest","IN","2006","1938132"
"Isle Royale NP","Midwest","MI","2006","17070"
"Joshua Tree NP","Pacific West","CA","2006","1256421"
"Katmai NP & PRES","Alaska","AK","2006","68630"
"Kenai Fjords NP","Alaska","AK","2006","251630"
"Kings Canyon NP","Pacific West","CA","2006","552766"
"Kobuk Valley NP","Alaska","AK","2006","3005"
"Lake Clark NP & PRES","Alaska","AK","2006","5320"
"Lassen Volcanic NP","Pacific West","CA","2006","388741"
"Mammoth Cave NP","Southeast","KY","2006","597934"
"Mesa Verde NP","Intermountain","CO","2006","557248"
"Mount Rainier NP","Pacific West","WA","2006","1113601"
"National Park of American Samoa","Pacific West","AS","2006","1239"
"New River Gorge NP & PRES","Northeast","WV","2006","1124688"
"North Cascades NP","Pacific West","WA","2006","19167"
"Olympic NP","Pacific West","WA","2006","2749197"
"Petrified Forest NP","Intermountain","AZ","2006","581681"
"Pinnacles NP","Pacific West","CA","2006","158824"
"Redwood NP","Pacific West","CA","2006","383780"
"Rocky Mountain NP","Intermountain","CO","2006","2743676"
"Saguaro NP","Intermountain","AZ","2006","619983"
"Sequoia NP","Pacific West","CA","2006","954507"
"Shenandoah NP","Northeast","VA","2006","1076150"
"Theodore Roosevelt NP","Midwest","ND","2006","435359"
"Virgin Islands NP","Southeast","VI","2006","677289"
"Voyageurs NP","Midwest","MN","2006","231875"
"White Sands NP","Intermountain","NM","2006","440927"
"Wind Cave NP","Midwest","SD","2006","591049"
"Wrangell-St. Elias NP & PRES","Alaska","AK","2006","50336"
"Yellowstone NP","Intermountain","WY","2006","2870295"
"Yosemite NP","Pacific West","CA","2006","3242644"
"Zion NP","Intermountain","UT","2006","2567350"
"Acadia NP","Northeast","ME","2005","2051484"
"Arches NP","Intermountain","UT","2005","781670"
"Badlands NP","Midwest","SD","2005","909146"
"Big Bend NP","Intermountain","TX","2005","398583"
"Biscayne NP","Southeast","FL","2005","563728"
"Black Canyon of the Gunnison NP","Intermountain","CO","2005","180814"
"Bryce Canyon NP","Intermountain","UT","2005","1017681"
"Canyonlands NP","Intermountain","UT","2005","393381"
"Capitol Reef NP","Intermountain","UT","2005","550255"
"Carlsbad Caverns NP","Intermountain","NM","2005","413786"
"Channel Islands NP","Pacific West","CA","2005","434107"
"Congaree NP","Southeast","SC","2005","84301"
"Crater Lake NP","Pacific West","OR","2005","447240"
"Cuyahoga Valley NP","Midwest","OH","2005","2533827"
"Death Valley NP","Pacific West","CA","2005","800113"
"Denali NP & PRES","Alaska","AK","2005","403520"
"Dry Tortugas NP","Southeast","FL","2005","61765"
"Everglades NP","Southeast","FL","2005","1233837"
"Gates of the Arctic NP & PRES","Alaska","AK","2005","9459"
"Gateway Arch NP","Midwest","MO","2005","2944976"
"Glacier Bay NP & PRES","Alaska","AK","2005","359829"
"Glacier NP","Intermountain","MT","2005","1925101"
"Grand Canyon NP","Intermountain","AZ","2005","4401522"
"Grand Teton NP","Intermountain","WY","2005","2463442"
"Great Basin NP","Pacific West","NV","2005","77741"
"Great Sand Dunes NP & PRES","Intermountain","CO","2005","279589"
"Great Smoky Mountains NP","Southeast","TN","2005","9192477"
"Guadalupe Mountains NP","Intermountain","TX","2005","170383"
"Haleakala NP","Pacific West","HI","2005","1474681"
"Hawaii Volcanoes NP","Pacific West","HI","2005","1661196"
"Hot Springs NP","Midwest","AR","2005","1340160"
"Indiana Dunes NP","Midwest","IN","2005","2127336"
"Isle Royale NP","Midwest","MI","2005","17398"
"Joshua Tree NP","Pacific West","CA","2005","1375111"
"Katmai NP & PRES","Alaska","AK","2005","54274"
"Kenai Fjords NP","Alaska","AK","2005","258297"
"Kings Canyon NP","Pacific West","CA","2005","594893"
"Kobuk Valley NP","Alaska","AK","2005","5037"
"Lake Clark NP & PRES","Alaska","AK","2005","5408"
"Lassen Volcanic NP","Pacific West","CA","2005","365535"
"Mammoth Cave NP","Southeast","KY","2005","1878006"
"Mesa Verde NP","Intermountain","CO","2005","498333"
"Mount Rainier NP","Pacific West","WA","2005","1173897"
"New River Gorge NP & PRES","Northeast","WV","2005","1045814"
"North Cascades NP","Pacific West","WA","2005","18686"
"Olympic NP","Pacific West","WA","2005","3142774"
"Petrified Forest NP","Intermountain","AZ","2005","598378"
"Pinnacles NP","Pacific West","CA","2005","170994"
"Redwood NP","Pacific West","CA","2005","394144"
"Rocky Mountain NP","Intermountain","CO","2005","2798368"
"Saguaro NP","Intermountain","AZ","2005","727208"
"Sequoia NP","Pacific West","CA","2005","1004843"
"Shenandoah NP","Northeast","VA","2005","1094912"
"Theodore Roosevelt NP","Midwest","ND","2005","493198"
"Virgin Islands NP","Southeast","VI","2005","803040"
"Voyageurs NP","Midwest","MN","2005","234577"
"White Sands NP","Intermountain","NM","2005","450447"
"Wind Cave NP","Midwest","SD","2005","612478"
"Wrangell-St. Elias NP & PRES","Alaska","AK","2005","56224"
"Yellowstone NP","Intermountain","WY","2005","2835651"
"Yosemite NP","Pacific West","CA","2005","3304144"
"Zion NP","Intermountain","UT","2005","2586665"
"Acadia NP","Northeast","ME","2004","2207847"
"Arches NP","Intermountain","UT","2004","733131"
"Badlands NP","Midwest","SD","2004","936030"
"Big Bend NP","Intermountain","TX","2004","357723"
"Biscayne NP","Southeast","FL","2004","478304"
"Black Canyon of the Gunnison NP","Intermountain","CO","2004","175581"
"Bryce Canyon NP","Intermountain","UT","2004","987253"
"Canyonlands NP","Intermountain","UT","2004","371706"
"Capitol Reef NP","Intermountain","UT","2004","549708"
"Carlsbad Caverns NP","Intermountain","NM","2004","419599"
"Channel Islands NP","Pacific West","CA","2004","537716"
"Congaree NP","Southeast","SC","2004","126247"
"Crater Lake NP","Pacific West","OR","2004","417066"
"Cuyahoga Valley NP","Midwest","OH","2004","3306175"
"Death Valley NP","Pacific West","CA","2004","764820"
"Denali NP & PRES","Alaska","AK","2004","404236"
"Dry Tortugas NP","Southeast","FL","2004","67917"
"Everglades NP","Southeast","FL","2004","1181355"
"Gates of the Arctic NP & PRES","Alaska","AK","2004","10282"
"Gateway Arch NP","Midwest","MO","2004","2779350"
"Glacier Bay NP & PRES","Alaska","AK","2004","353686"
"Glacier NP","Intermountain","MT","2004","2033933"
"Grand Canyon NP","Intermountain","AZ","2004","4326234"
"Grand Teton NP","Intermountain","WY","2004","2360373"
"Great Basin NP","Pacific West","NV","2004","79879"
"Great Sand Dunes NP & PRES","Intermountain","CO","2004","267204"
"Great Smoky Mountains NP","Southeast","TN","2004","9167046"
"Guadalupe Mountains NP","Intermountain","TX","2004","182351"
"Haleakala NP","Pacific West","HI","2004","1455477"
"Hawaii Volcanoes NP","Pacific West","HI","2004","1307391"
"Hot Springs NP","Midwest","AR","2004","1418735"
"Indiana Dunes NP","Midwest","IN","2004","1810330"
"Isle Royale NP","Midwest","MI","2004","17276"
"Joshua Tree NP","Pacific West","CA","2004","1243659"
"Katmai NP & PRES","Alaska","AK","2004","56787"
"Kenai Fjords NP","Alaska","AK","2004","244232"
"Kings Canyon NP","Pacific West","CA","2004","525035"
"Kobuk Valley NP","Alaska","AK","2004","4744"
"Lake Clark NP & PRES","Alaska","AK","2004","4906"
"Lassen Volcanic NP","Pacific West","CA","2004","379667"
"Mammoth Cave NP","Southeast","KY","2004","1888267"
"Mesa Verde NP","Intermountain","CO","2004","446811"
"Mount Rainier NP","Pacific West","WA","2004","1217750"
"New River Gorge NP & PRES","Northeast","WV","2004","1151782"
"North Cascades NP","Pacific West","WA","2004","16912"
"Olympic NP","Pacific West","WA","2004","3073722"
"Petrified Forest NP","Intermountain","AZ","2004","580000"
"Pinnacles NP","Pacific West","CA","2004","157397"
"Redwood NP","Pacific West","CA","2004","392029"
"Rocky Mountain NP","Intermountain","CO","2004","2781899"
"Saguaro NP","Intermountain","AZ","2004","651464"
"Sequoia NP","Pacific West","CA","2004","1000177"
"Shenandoah NP","Northeast","VA","2004","1261000"
"Theodore Roosevelt NP","Midwest","ND","2004","474589"
"Virgin Islands NP","Southeast","VI","2004","793590"
"Voyageurs NP","Midwest","MN","2004","249041"
"White Sands NP","Intermountain","NM","2004","448185"
"Wind Cave NP","Midwest","SD","2004","593877"
"Wrangell-St. Elias NP & PRES","Alaska","AK","2004","57221"
"Yellowstone NP","Intermountain","WY","2004","2868317"
"Yosemite NP","Pacific West","CA","2004","3280911"
"Zion NP","Intermountain","UT","2004","2677342"
"Acadia NP","Northeast","ME","2003","2431062"
"Arches NP","Intermountain","UT","2003","757781"
"Badlands NP","Midwest","SD","2003","871034"
"Big Bend NP","Intermountain","TX","2003","312384"
"Biscayne NP","Southeast","FL","2003","490031"
"Black Canyon of the Gunnison NP","Intermountain","CO","2003","167247"
"Bryce Canyon NP","Intermountain","UT","2003","903760"
"Canyonlands NP","Intermountain","UT","2003","386986"
"Capitol Reef NP","Intermountain","UT","2003","535441"
"Carlsbad Caverns NP","Intermountain","NM","2003","457631"
"Channel Islands NP","Pacific West","CA","2003","585919"
"Congaree NP","Southeast","SC","2003","107114"
"Crater Lake NP","Pacific West","OR","2003","479183"
"Cuyahoga Valley NP","Midwest","OH","2003","2879591"
"Death Valley NP","Pacific West","CA","2003","890375"
"Denali NP & PRES","Alaska","AK","2003","360189"
"Dry Tortugas NP","Southeast","FL","2003","74741"
"Everglades NP","Southeast","FL","2003","1040648"
"Gates of the Arctic NP & PRES","Alaska","AK","2003","5075"
"Gateway Arch NP","Midwest","MO","2003","2685219"
"Glacier Bay NP & PRES","Alaska","AK","2003","366319"
"Glacier NP","Intermountain","MT","2003","1664046"
"Grand Canyon NP","Intermountain","AZ","2003","4124900"
"Grand Teton NP","Intermountain","WY","2003","2355693"
"Great Basin NP","Pacific West","NV","2003","87020"
"Great Sand Dunes NP & PRES","Intermountain","CO","2003","251375"
"Great Smoky Mountains NP","Southeast","TN","2003","9366845"
"Guadalupe Mountains NP","Intermountain","TX","2003","181357"
"Haleakala NP","Pacific West","HI","2003","1444668"
"Hawaii Volcanoes NP","Pacific West","HI","2003","1122524"
"Hot Springs NP","Midwest","AR","2003","1561311"
"Indiana Dunes NP","Midwest","IN","2003","1953449"
"Isle Royale NP","Midwest","MI","2003","17800"
"Joshua Tree NP","Pacific West","CA","2003","1283346"
"Katmai NP & PRES","Alaska","AK","2003","51589"
"Kenai Fjords NP","Alaska","AK","2003","243719"
"Kings Canyon NP","Pacific West","CA","2003","555987"
"Kobuk Valley NP","Alaska","AK","2003","4006"
"Lake Clark NP & PRES","Alaska","AK","2003","4505"
"Lassen Volcanic NP","Pacific West","CA","2003","404384"
"Mammoth Cave NP","Southeast","KY","2003","1869137"
"Mesa Verde NP","Intermountain","CO","2003","438590"
"Mount Rainier NP","Pacific West","WA","2003","1262351"
"National Park of American Samoa","Pacific West","AS","2003","0"
"New River Gorge NP & PRES","Northeast","WV","2003","1111164"
"North Cascades NP","Pacific West","WA","2003","20724"
"Olympic NP","Pacific West","WA","2003","3225327"
"Petrified Forest NP","Intermountain","AZ","2003","586245"
"Pinnacles NP","Pacific West","CA","2003","162791"
"Redwood NP","Pacific West","CA","2003","408126"
"Rocky Mountain NP","Intermountain","CO","2003","3067256"
"Saguaro NP","Intermountain","AZ","2003","643697"
"Sequoia NP","Pacific West","CA","2003","979297"
"Shenandoah NP","Northeast","VA","2003","1163950"
"Theodore Roosevelt NP","Midwest","ND","2003","490295"
"Virgin Islands NP","Southeast","VI","2003","821681"
"Voyageurs NP","Midwest","MN","2003","234231"
"White Sands NP","Intermountain","NM","2003","492008"
"Wind Cave NP","Midwest","SD","2003","874167"
"Wrangell-St. Elias NP & PRES","Alaska","AK","2003","43311"
"Yellowstone NP","Intermountain","WY","2003","3019375"
"Yosemite NP","Pacific West","CA","2003","3378664"
"Zion NP","Intermountain","UT","2003","2458792"
"Acadia NP","Northeast","ME","2002","2558572"
"Arches NP","Intermountain","UT","2002","769672"
"Badlands NP","Midwest","SD","2002","908898"
"Big Bend NP","Intermountain","TX","2002","327747"
"Biscayne NP","Southeast","FL","2002","513397"
"Black Canyon of the Gunnison NP","Intermountain","CO","2002","173687"
"Bryce Canyon NP","Intermountain","UT","2002","886436"
"Canyonlands NP","Intermountain","UT","2002","367078"
"Capitol Reef NP","Intermountain","UT","2002","525646"
"Carlsbad Caverns NP","Intermountain","NM","2002","476259"
"Channel Islands NP","Pacific West","CA","2002","613935"
"Congaree NP","Southeast","SC","2002","101620"
"Crater Lake NP","Pacific West","OR","2002","456620"
"Cuyahoga Valley NP","Midwest","OH","2002","3217935"
"Death Valley NP","Pacific West","CA","2002","897596"
"Denali NP & PRES","Alaska","AK","2002","311335"
"Dry Tortugas NP","Southeast","FL","2002","79582"
"Everglades NP","Southeast","FL","2002","968909"
"Gates of the Arctic NP & PRES","Alaska","AK","2002","6648"
"Gateway Arch NP","Midwest","MO","2002","3333454"
"Glacier Bay NP & PRES","Alaska","AK","2002","408143"
"Glacier NP","Intermountain","MT","2002","1905689"
"Grand Canyon NP","Intermountain","AZ","2002","4001974"
"Grand Teton NP","Intermountain","WY","2002","2612629"
"Great Basin NP","Pacific West","NV","2002","85777"
"Great Sand Dunes NP & PRES","Intermountain","CO","2002","234776"
"Great Smoky Mountains NP","Southeast","TN","2002","9316420"
"Guadalupe Mountains NP","Intermountain","TX","2002","202911"
"Haleakala NP","Pacific West","HI","2002","1521080"
"Hawaii Volcanoes NP","Pacific West","HI","2002","1110998"
"Hot Springs NP","Midwest","AR","2002","1440227"
"Indiana Dunes NP","Midwest","IN","2002","1989941"
"Isle Royale NP","Midwest","MI","2002","19463"
"Joshua Tree NP","Pacific West","CA","2002","1178376"
"Katmai NP & PRES","Alaska","AK","2002","59025"
"Kenai Fjords NP","Alaska","AK","2002","251799"
"Kings Canyon NP","Pacific West","CA","2002","545420"
"Kobuk Valley NP","Alaska","AK","2002","4046"
"Lake Clark NP & PRES","Alaska","AK","2002","4325"
"Lassen Volcanic NP","Pacific West","CA","2002","388149"
"Mammoth Cave NP","Southeast","KY","2002","1891307"
"Mesa Verde NP","Intermountain","CO","2002","406385"
"Mount Rainier NP","Pacific West","WA","2002","1310390"
"National Park of American Samoa","Pacific West","AS","2002","1938"
"New River Gorge NP & PRES","Northeast","WV","2002","1215875"
"North Cascades NP","Pacific West","WA","2002","20691"
"Olympic NP","Pacific West","WA","2002","3691310"
"Petrified Forest NP","Intermountain","AZ","2002","571586"
"Pinnacles NP","Pacific West","CA","2002","162266"
"Redwood NP","Pacific West","CA","2002","404789"
"Rocky Mountain NP","Intermountain","CO","2002","2988475"
"Saguaro NP","Intermountain","AZ","2002","615045"
"Sequoia NP","Pacific West","CA","2002","920292"
"Shenandoah NP","Northeast","VA","2002","1389244"
"Theodore Roosevelt NP","Midwest","ND","2002","471551"
"Virgin Islands NP","Southeast","VI","2002","693494"
"Voyageurs NP","Midwest","MN","2002","238227"
"White Sands NP","Intermountain","NM","2002","498964"
"Wind Cave NP","Midwest","SD","2002","810298"
"Wrangell-St. Elias NP & PRES","Alaska","AK","2002","40352"
"Yellowstone NP","Intermountain","WY","2002","2973677"
"Yosemite NP","Pacific West","CA","2002","3361867"
"Zion NP","Intermountain","UT","2002","2592545"
"Acadia NP","Northeast","ME","2001","2516551"
"Arches NP","Intermountain","UT","2001","754026"
"Badlands NP","Midwest","SD","2001","955469"
"Big Bend NP","Intermountain","TX","2001","328927"
"Biscayne NP","Southeast","FL","2001","489343"
"Black Canyon of the Gunnison NP","Intermountain","CO","2001","181018"
"Bryce Canyon NP","Intermountain","UT","2001","1068619"
"Canyonlands NP","Intermountain","UT","2001","368592"
"Capitol Reef NP","Intermountain","UT","2001","527760"
"Carlsbad Caverns NP","Intermountain","NM","2001","455621"
"Channel Islands NP","Pacific West","CA","2001","520428"
"Congaree NP","Southeast","SC","2001","119738"
"Crater Lake NP","Pacific West","OR","2001","457373"
"Cuyahoga Valley NP","Midwest","OH","2001","3123353"
"Death Valley NP","Pacific West","CA","2001","1014636"
"Denali NP & PRES","Alaska","AK","2001","360191"
"Dry Tortugas NP","Southeast","FL","2001","79186"
"Everglades NP","Southeast","FL","2001","1049851"
"Gates of the Arctic NP & PRES","Alaska","AK","2001","4505"
"Gateway Arch NP","Midwest","MO","2001","3532524"
"Glacier Bay NP & PRES","Alaska","AK","2001","380114"
"Glacier NP","Intermountain","MT","2001","1680614"
"Grand Canyon NP","Intermountain","AZ","2001","4104809"
"Grand Teton NP","Intermountain","WY","2001","2535108"
"Great Basin NP","Pacific West","NV","2001","81712"
"Great Sand Dunes NP & PRES","Intermountain","CO","2001","277523"
"Great Smoky Mountains NP","Southeast","TN","2001","9197697"
"Guadalupe Mountains NP","Intermountain","TX","2001","222307"
"Haleakala NP","Pacific West","HI","2001","1410974"
"Hawaii Volcanoes NP","Pacific West","HI","2001","1343286"
"Hot Springs NP","Midwest","AR","2001","1296786"
"Indiana Dunes NP","Midwest","IN","2001","1735404"
"Isle Royale NP","Midwest","MI","2001","19431"
"Joshua Tree NP","Pacific West","CA","2001","1280917"
"Katmai NP & PRES","Alaska","AK","2001","67038"
"Kenai Fjords NP","Alaska","AK","2001","262353"
"Kings Canyon NP","Pacific West","CA","2001","541787"
"Kobuk Valley NP","Alaska","AK","2001","4217"
"Lake Clark NP & PRES","Alaska","AK","2001","4397"
"Lassen Volcanic NP","Pacific West","CA","2001","376695"
"Mammoth Cave NP","Southeast","KY","2001","1883580"
"Mesa Verde NP","Intermountain","CO","2001","513409"
"Mount Rainier NP","Pacific West","WA","2001","1301103"
"New River Gorge NP & PRES","Northeast","WV","2001","1231529"
"North Cascades NP","Pacific West","WA","2001","27739"
"Olympic NP","Pacific West","WA","2001","3416069"
"Petrified Forest NP","Intermountain","AZ","2001","583904"
"Pinnacles NP","Pacific West","CA","2001","178243"
"Redwood NP","Pacific West","CA","2001","388352"
"Rocky Mountain NP","Intermountain","CO","2001","3139685"
"Saguaro NP","Intermountain","AZ","2001","725874"
"Sequoia NP","Pacific West","CA","2001","870327"
"Shenandoah NP","Northeast","VA","2001","1498561"
"Theodore Roosevelt NP","Midwest","ND","2001","446609"
"Virgin Islands NP","Southeast","VI","2001","677401"
"Voyageurs NP","Midwest","MN","2001","243374"
"White Sands NP","Intermountain","NM","2001","518958"
"Wind Cave NP","Midwest","SD","2001","650357"
"Wrangell-St. Elias NP & PRES","Alaska","AK","2001","28643"
"Yellowstone NP","Intermountain","WY","2001","2758526"
"Yosemite NP","Pacific West","CA","2001","3368731"
"Zion NP","Intermountain","UT","2001","2217779"
"Acadia NP","Northeast","ME","2000","2469238"
"Arches NP","Intermountain","UT","2000","786429"
"Badlands NP","Midwest","SD","2000","1105824"
"Big Bend NP","Intermountain","TX","2000","262320"
"Biscayne NP","Southeast","FL","2000","393151"
"Black Canyon of the Gunnison NP","Intermountain","CO","2000","191506"
"Bryce Canyon NP","Intermountain","UT","2000","1099275"
"Canyonlands NP","Intermountain","UT","2000","401558"
"Capitol Reef NP","Intermountain","UT","2000","612656"
"Carlsbad Caverns NP","Intermountain","NM","2000","469303"
"Channel Islands NP","Pacific West","CA","2000","482571"
"Congaree NP","Southeast","SC","2000","95619"
"Crater Lake NP","Pacific West","OR","2000","426883"
"Cuyahoga Valley NP","Midwest","OH","2000","3324918"
"Death Valley NP","Pacific West","CA","2000","1179094"
"Denali NP & PRES","Alaska","AK","2000","363983"
"Dry Tortugas NP","Southeast","FL","2000","83704"
"Everglades NP","Southeast","FL","2000","995390"
"Gates of the Arctic NP & PRES","Alaska","AK","2000","11278"
"Gateway Arch NP","Midwest","MO","2000","3458956"
"Glacier Bay NP & PRES","Alaska","AK","2000","384684"
"Glacier NP","Intermountain","MT","2000","1728693"
"Grand Canyon NP","Intermountain","AZ","2000","4460228"
"Grand Teton NP","Intermountain","WY","2000","2590624"
"Great Basin NP","Pacific West","NV","2000","81045"
"Great Sand Dunes NP & PRES","Intermountain","CO","2000","260789"
"Great Smoky Mountains NP","Southeast","TN","2000","10175812"
"Guadalupe Mountains NP","Intermountain","TX","2000","198762"
"Haleakala NP","Pacific West","HI","2000","1620083"
"Hawaii Volcanoes NP","Pacific West","HI","2000","1514636"
"Hot Springs NP","Midwest","AR","2000","1338156"
"Indiana Dunes NP","Midwest","IN","2000","1820228"
"Isle Royale NP","Midwest","MI","2000","21096"
"Joshua Tree NP","Pacific West","CA","2000","1233935"
"Katmai NP & PRES","Alaska","AK","2000","71389"
"Kenai Fjords NP","Alaska","AK","2000","254790"
"Kings Canyon NP","Pacific West","CA","2000","528987"
"Kobuk Valley NP","Alaska","AK","2000","2646"
